Open,High,Low,Close,Volume
1583.160034,1583.160034,1583.160034,1583.160034,13186
1583.160034,1592.640015,1583.160034,1583.160034,79114
1564.199951,1564.199951,1526.280029,1526.280029,148206
1554.719971,1564.199951,1545.23999,1545.23999,168249
1554.719971,1564.199951,1554.719971,1564.199951,92827
1564.199951,1668.47998,1564.199951,1630.560059,803796
1630.560059,1630.560059,1621.079956,1621.079956,27426
1611.599976,1640.040039,1602.119995,1640.040039,54852
1640.040039,1640.040039,1611.599976,1611.599976,47996
1611.599976,1611.599976,1602.119995,1602.119995,136076
1602.119995,1621.079956,1602.119995,1611.599976,295358
1621.079956,1687.439941,1621.079956,1668.47998,1004745
1668.47998,1725.359985,1668.47998,1715.880005,608121
1725.359985,1744.319946,1715.880005,1734.839966,424577
1734.839966,1734.839966,1706.400024,1715.880005,608648
1715.880005,1725.359985,1715.880005,1715.880005,534809
1725.359985,1801.199951,1725.359985,1782.23999,2889762
1677.959961,1687.439941,1659,1668.47998,437763
1668.47998,1668.47998,1611.599976,1611.599976,232594
1611.599976,1611.599976,1611.599976,1611.599976,197784
1611.599976,1611.599976,1602.119995,1602.119995,111814
1668.47998,1668.47998,1602.119995,1602.119995,25316
1611.599976,1611.599976,1583.160034,1583.160034,166139
1583.160034,1583.160034,1583.160034,1583.160034,51688
1573.680054,1621.079956,1573.680054,1592.640015,300632
1583.160034,1583.160034,1564.199951,1564.199951,253691
1554.719971,1554.719971,1554.719971,1554.719971,21097
1554.719971,1573.680054,1545.23999,1564.199951,125527
1583.160034,1583.160034,1554.719971,1554.719971,121835
1564.199951,1564.199951,1554.719971,1554.719971,64346
1554.719971,1583.160034,1545.23999,1583.160034,539028
1583.160034,1583.160034,1554.719971,1554.719971,194092
1554.719971,1564.199951,1554.719971,1554.719971,84388
1573.680054,1592.640015,1573.680054,1583.160034,323839
1592.640015,1592.640015,1554.719971,1554.719971,243670
1554.719971,1573.680054,1554.719971,1573.680054,91772
1573.680054,1573.680054,1554.719971,1554.719971,243670
1554.719971,1573.680054,1545.23999,1545.23999,754745
1564.199951,1564.199951,1545.23999,1564.199951,39557
1554.719971,1564.199951,1554.719971,1564.199951,532699
1573.680054,1602.119995,1573.680054,1573.680054,485231
1583.160034,1583.160034,1554.719971,1554.719971,994724
1554.719971,1573.680054,1545.23999,1554.719971,744197
1554.719971,1554.719971,1545.23999,1554.719971,560125
1554.719971,1554.719971,1545.23999,1545.23999,99683
1554.719971,1564.199951,1554.719971,1554.719971,110759
1554.719971,1554.719971,1545.23999,1545.23999,197784
1545.23999,1545.23999,1535.76001,1535.76001,197257
1545.23999,1564.199951,1545.23999,1554.719971,305379
1554.719971,1564.199951,1554.719971,1554.719971,335442
1564.199951,1564.199951,1545.23999,1554.719971,332805
1545.23999,1545.23999,1545.23999,1545.23999,300632
1545.23999,1554.719971,1535.76001,1535.76001,166139
1545.23999,1545.23999,1535.76001,1535.76001,30063
1535.76001,1535.76001,1516.800049,1516.800049,624999
1526.280029,1526.280029,1497.839966,1497.839966,364451
1327.199951,1450.439941,1327.199951,1450.439941,27426
1374.599976,1488.359985,1374.599976,1488.359985,6329
1384.079956,1384.079956,1327.199951,1327.199951,183544
1298.76001,1393.560059,1298.76001,1393.560059,68038
1374.599976,1374.599976,1374.599976,1374.599976,13186
1327.199951,1327.199951,1308.23999,1308.23999,525843
1308.23999,1327.199951,1232.400024,1298.76001,861285
1279.800049,1308.23999,1279.800049,1308.23999,147152
1298.76001,1308.23999,1298.76001,1308.23999,43776
1308.23999,1336.680054,1308.23999,1327.199951,59599
1336.680054,1431.47998,1336.680054,1431.47998,158755
1459.920044,1478.880005,1459.920044,1469.400024,445147
1507.319946,1507.319946,1469.400024,1469.400024,25844
1469.400024,1469.400024,1469.400024,1469.400024,172995
1478.880005,1478.880005,1469.400024,1469.400024,190928
1478.880005,1478.880005,1469.400024,1469.400024,181434
1469.400024,1497.839966,1469.400024,1497.839966,108650
1469.400024,1469.400024,1469.400024,1469.400024,123945
1469.400024,1469.400024,1469.400024,1469.400024,80169
1469.400024,1469.400024,1469.400024,1469.400024,39029
1469.400024,1469.400024,1469.400024,1469.400024,124472
1459.920044,1469.400024,1459.920044,1459.920044,134493
1459.920044,1459.920044,1450.439941,1459.920044,179324
1459.920044,1459.920044,1459.920044,1459.920044,23734
1459.920044,1469.400024,1431.47998,1469.400024,59599
1469.400024,1469.400024,1469.400024,1469.400024,10548
1469.400024,1469.400024,1459.920044,1469.400024,112342
1469.400024,1469.400024,1459.920044,1469.400024,260548
1478.880005,1478.880005,1478.880005,1478.880005,527
1431.47998,1459.920044,1431.47998,1431.47998,136603
1431.47998,1431.47998,1431.47998,1431.47998,5274
1422,1431.47998,1422,1422,71730
1412.52002,1422,1412.52002,1412.52002,14240
1365.119995,1384.079956,1365.119995,1365.119995,3165
1279.800049,1279.800049,1270.319946,1279.800049,39029
1289.280029,1308.23999,1279.800049,1289.280029,221518
1289.280029,1298.76001,1270.319946,1270.319946,225738
1251.359985,1260.839966,1251.359985,1251.359985,147679
1260.839966,1270.319946,1232.400024,1232.400024,69620
1185,1194.47998,1185,1194.47998,2110
1194.47998,1203.959961,1185,1194.47998,75422
1185,1260.839966,1185,1260.839966,11076
